k,target,num_probes,conv_code,rate,decoder_mode,calibration_ber,authorized_uncoded_ber,authorized_postfec_ber,worst_unauthorized_postfec_ber,avg_unauthorized_postfec_ber,median_unauthorized_postfec_ber,leak_positions_le_0p05,leak_positions_le_0p10,evaluated_unauthorized_positions,status
8,"(1, 3, 6, 7, 8, 10, 17, 24)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.105625,0.1125,0.05921052631578947,0.3651315789473684,0.3875,0.3848684210526316,0,0,20,ok
8,"(5, 9, 10, 13, 16, 20, 21, 23)",15,conv_k3_r13,0.31666666666666665,logistic_top2,0.13375,0.14479166666666668,0.0625,0.3355263157894737,0.3546052631578947,0.3388157894736842,0,0,20,ok
8,"(6, 10, 13, 17, 19, 21, 23, 27)",15,conv_k3_r13,0.31666666666666665,logistic_top2,0.150625,0.18125,0.15460526315789475,0.3684210526315789,0.4042763157894737,0.4013157894736842,0,0,20,ok
8,"(2, 12, 14, 15, 16, 17, 24, 26)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.18125,0.18854166666666666,0.10197368421052631,0.375,0.3927631578947369,0.39144736842105265,0,0,20,ok
8,"(1, 5, 10, 12, 19, 22, 24, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.145,0.14375,0.08881578947368421,0.3651315789473684,0.3898026315789474,0.38815789473684215,0,0,20,ok
8,"(2, 11, 12, 18, 19, 21, 24, 27)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.203125,0.23020833333333332,0.18421052631578946,0.35855263157894735,0.3848684210526315,0.3848684210526315,0,0,20,ok
8,"(1, 4, 7, 13, 14, 15, 21, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.166875,0.16041666666666668,0.05921052631578947,0.37499999999999994,0.3917763157894737,0.3881578947368421,0,0,20,ok
8,"(5, 7, 10, 11, 12, 14, 22, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.134375,0.153125,0.14473684210526316,0.3388157894736842,0.37302631578947365,0.375,0,0,20,ok
8,"(4, 5, 7, 9, 17, 21, 24, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.118125,0.11041666666666666,0.09868421052631579,0.3486842105263158,0.36875,0.35855263157894735,0,0,20,ok
8,"(5, 8, 12, 13, 17, 20, 26, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.205,0.22083333333333333,0.20065789473684212,0.3519736842105263,0.3973684210526316,0.39144736842105265,0,0,20,ok
8,"(2, 10, 14, 17, 18, 19, 23, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top2,0.1775,0.19791666666666666,0.13486842105263158,0.3355263157894737,0.3782894736842105,0.3782894736842105,0,0,20,ok
